Company,Brief Description,Protein Category,Company Focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Province,State,City,Website,Year Founded,Founders,Logo
Multus,Multus is creating the growth media to make cultivated meat affordable and accessible,Cultivated,Ingredients and inputs,"Cell culture media,Ingredient optimization",,,,"Europe,Global,U.S. and Canada,Asia Pacific",United Kingdom,,London,www.multus.media,2019,"Cai Linton, Reka Tron, Kevin Pan",logo-B+Slogan+WB.png (https://dl.airtable.com/.attachments/9954772e74d7a741bb48f5ebebcbf9ff/87ce15c2/logo-BSloganWB.png)
Scaled Impact,SADC-based company to produce alternative protein (isolate and concentrate) from a new source of pulse. ,Plant-based,"Ingredients and inputs,Food processing infrastructure and equipment",Ingredient optimization,,,Other,Global,South Africa,,Johannesburg,https://www.scaledimpact.org/,2016,,
Pullulo Pte Ltd,Pullulo upcycles agriculture leftovers such a fruits & vegetables into microbial for various food applications using disruptive fermentation technology. ,"Biomass fermentation,Fermentation-derived,Precision fermentation","Meat,Seafood,Ingredients and inputs,Eggs,Dairy","End product formulation and manufacturing,Ingredient optimization","Ground meat,Eggs,Ingredients","Beef/veal,Pork,Fish,Chicken,Tuna,Turkey,Mutton/lamb","Palm,Coconut,Cauliflower,Eggplant",Asia Pacific,Singapore,,Singapore,www.pullulo.com.sg,2022,Jonathan Cheng,"Pullulo Logo.zip (https://dl.airtable.com/.attachments/623aec6f2d61e40d601e24fbb263d5a4/ec89b01e/PulluloLogo.zip),Logo Main.png (https://dl.airtable.com/.attachments/159e3a119604c744623e7c14f041d077/fb1999bf/LogoMain.png)"
eniferBio,"Finland-based company building on the legacy of the world's first commercial mycoprotein process at commercial scale by the Finnish forest industry between 1975 and 1991. Produces high-protein and cost-competitive mycoprotein ingredients for use in aquafeed, pet food and food applications.",Biomass fermentation,Ingredients and inputs,"Bioprocess design,Ingredient optimization,Host strain development,Feedstocks",,,Mycoprotein,Europe,Finland,,Espoo,www.eniferbio.fi,2020,"Simo Ellilä, Joosu Kuivanen, Heikki Keskitalo, Anssi Rantasalo, Ville Pihlajaniemi","logo_green_web_eniferbio_2021_.jpg (https://dl.airtable.com/.attachments/d6544b721a8fc1d860c4b7c99fe19634/ea9aba9e/logo_green_web_eniferbio_2021_.jpg),logo_green_w1200px_eniferbio_2021.png (https://dl.airtable.com/.attachments/64c2ca25bf5aca30c4371e9db5d7cce1/325d4408/logo_green_w1200px_eniferbio_2021.png)"
Optium,Israel-based company developing an AI-based platform that achieves maximum results in cellular agriculture production.,"Precision fermentation,Cultivated","Contract manufacturing/processing,Bioprocessing infrastructure and equipment",Bioprocess design,,,,Africa/Middle East,Israel,,Haifa,https://www.optium-ai.com/,2022,"Amir Trifman, Shahar Trifman, Motti Koren",
Meatleo,"Canada-based company using cell culture and a unique manufacturing bioprocess to develop cultivated beef.
",Cultivated,"Meat,Ingredients and inputs",End product formulation and manufacturing,Ground meat,,,U.S. and Canada,Canada,Québec,Saint-Bruno-de-Montarville,https://meatleo.com/,2021,Pierre Normandin,
Urban Tiller Pte Ltd,"We are a Singaporean startup working on protein extraction from all types of leaves. We are developing a proprietary platform that can process leaves of any type to extract leaf protein called Rubisco, the world’s most abundant high-quality protein. ",Plant-based,"Ingredients and inputs,Other","Ingredient optimization,Crop development,Feedstocks",,,"Duckweed,Lentils,Water Lentil,RuBisCO Protein ",Asia Pacific,Singapore,,Singapore,www.urbantiller.com,2020,"Arjun Ayyagari, Vaibhaw Dwivedi, RENERGii Ventures pte ltd",Urban Tiller Logo new square.png (https://dl.airtable.com/.attachments/833a5f6e255f2781c4f2eb8685d903bb/031654f1/UrbanTillerLogonewsquare.png)
Jellatech,US-based company producing cell-cultivated collagen,Cultivated,Ingredients and inputs,"Target molecule selection,End product formulation and manufacturing",,,,U.S. and Canada,United States,North Carolina,Raleigh,https://www.jellatech.com/,2020,Stephanie Michelsen,#3 Jellatech Logo-01.jpg (https://dl.airtable.com/.attachments/6c4a611415e269500e3cef40d2e37528/6d2155c6/3JellatechLogo-01.jpg)
MASI Trading,Australia/Italy based company supplying carob germ protein to food and beverage manufacturers. ,Plant-based,Ingredients and inputs,Ingredient optimization,,,Other,"U.S. and Canada,Europe,Asia Pacific",Australia,,Melbourne,https://www.masitrading.com/,2006,Mark Sgro,Masi Logo PSD(300dpi)(1).png (https://dl.airtable.com/.attachments/6fe64a48283a40eca604c46a93575ac3/65d4b1b3/MasiLogoPSD300dpi1.png)
Smart MCs,Australian based company that provides the means for up-scaling the cell culture of cultivated meat companies.,Cultivated,"Meat,Ingredients and inputs,Other","Scaffolding and structure,Ingredient optimization",Other,,,Australia,Australia,,Sydney,www.SmartMCs.com.au,2022,"Payar Radfar, Lin Ding and Majid Ebrahimi Warkiani",Smart MCs Logo Main.png (https://dl.airtable.com/.attachments/d400a30c6b2f71a7828378f571bbe581/f5eac259/SmartMCsLogoMain.png)
COLIPI Biotech,Germany-based company that develops fermentation processes and applies them to produce edible oils and vegan proteins carbon-neutrally.,Biomass fermentation,Ingredients and inputs,"Bioprocess design,Host strain development,Feedstocks,Ingredient optimization",,,Palm,Europe,Germany,,Hamburg,https://colipi.com/,2022,"Maximilian Webers, Philipp Arbter, Tyll Utesch, Jonas Heuer",COLIPI workd black white background.png (https://dl.airtable.com/.attachments/d0eddf554a8df6275da46a4e4c9e8401/00f7c37c/COLIPIworkdblackwhitebackground.png)
Pigmentum,"Pigmentum is an Israel-based company that offers a sustainable and highly scalable solution for the low-cost production of high-value natural compounds for industries such as food and nutrition, health, diagnostics and research and beauty. ",Plant molecular farming,Ingredients and inputs,,,,,Africa/Middle East,Israel,,,https://www.pigmentum.co.il/technology/,2018,"Tal Lutzky
Amir Tiroler
Prof. Alexander Vainstein",
Gavan,Gavan is a biotech company developing a technology to extract proteins from plant-based source while maintaining the protein’s physical structure and preserving the high functionality of the proteins.,Plant-based,Ingredients and inputs,,,,,Africa/Middle East,Israel,,,https://www.gavan.bio/,,"Itai Cohen
Allen Hazan
Uri Jeremias",
ImpacFat,"Developing fish cell-based fat that is tasty, nutritional and sustainable",Cultivated,"Meat,Seafood,Ingredients and inputs","Ingredient optimization,Cell line development,End product formulation and manufacturing","Other meat,Oils and fats,Ingredients",Fish,,Asia Pacific,Singapore,,,https://www.impacfat.com/,2022,"Shigeki Sugii, Mandy Hon, Lamony Chew, Cheryl Wong, Angela Lwin, Wee Kiat Ong",impacfat logo.jpg (https://dl.airtable.com/.attachments/ef77f949b765ed48d5a9a9f6d0ff82a6/fbce3c76/impacfatlogo.jpg)
Imagene,Israel-based company that is developing a cost effective platform for production of high-functional protein complex for the sustainable animal-free food industry.,Plant molecular farming,Ingredients and inputs,,,,,Africa/Middle East,Israel,,,https://www.imagenefoods.com/,2020,Aviad Meizles,
Meala,MEALA is developing new ingredients and processes to replace methyl cellulose and hydrocolloids in alternative proteins.,Plant-based,Ingredients and inputs,Ingredient optimization,,,,Africa/Middle East,Israel,,Haifa, https://www.thekitchenhub.com/portfolio/,2021,"Hadar Ekhoiz Razmovich
Chef Liran Grouda
Tali Feldman-Sivan PhD",
Wild Earth Inc,"The leading US producer of alternative proteins for our pets, $12MM ARR today for our plant based products with cell based ingredients coming soon.","Plant-based,Cultivated,Fermentation-derived","Meat,Ingredients and inputs","Cell culture media,Ingredient optimization,Cell line development,Feedstocks,Bioprocess design,End product formulation and manufacturing,Scaffolding and structure","Ground meat,Ingredients,Pet food","Beef/veal,Chicken","Yeast,Pea,Soy,Barley,Canola,Peanut,Potato,Rice","U.S. and Canada,Asia Pacific",United States,California,Berkeley,www.wildearth.com,2017,"Ryan Bethencourt, Abril Estrada",WildEarth_LogoIconForrest-05.png (https://dl.airtable.com/.attachments/69838d76b5efb0bc4f31a16166d7ed14/c546a41f/WildEarth_LogoIconForrest-05.png)
CellRev,The company has developed an industry-first continuous process that enables more efficient and affordable cell proliferation.,Cultivated,Bioprocessing infrastructure and equipment,Bioprocess design,,,,Europe,United Kingdom,,Newcastle upon Tyne,https://www.cellrev.co.uk/,2019,Leo Groenewegen and Martina Miotto,CellRev.png (https://dl.airtable.com/.attachments/fd6d1ccec299d0a8d1916e7e3ec5b29d/aa7e638e/CellRev.png)
ANPOLY,A company that uses nanocellulose to improve the texture of alternative meat and alternative foods,"Plant-based,Cultivated","Meat,Seafood,Ingredients and inputs,Other","Scaffolding and structure,Ingredient optimization",Ingredients,,,Asia Pacific,South Korea,,POHANG,https://www.anpolyinc.com/,2017,RHO,[로고1]ANPOLY LOGO 가로_고해상도.png (https://dl.airtable.com/.attachments/ce368106b608d4f549f49ad599450ab4/ce01ea6c/1ANPOLYLOGO_.png)
Meatiply,"Singapore-based local company developing and producing cultivated meat cuts through cutting-edge research, with the vision of generating healthier and more environmentally-friendly products that mimic the taste and texture of conventional meat.",Cultivated,"Meat,Ingredients and inputs,Bioprocessing infrastructure and equipment,Contract manufacturing/processing,Other","Cell line development,Bioprocess design,Cell culture media,Scaffolding and structure,End product formulation and manufacturing,Ingredient optimization",Whole muscle meat,"Chicken,Duck,Pork",,"Asia Pacific,Global",Singapore,,Singapore,https://meatiply.com/,2021,"Prof. Teh Bin Tean, Dr. Elwin Tan, Dr. Jason Chua, Dr. Benjamin Chua",meatiply-secondary_logo-full_color.jpg (https://dl.airtable.com/.attachments/5ea3ad05b5647f222cd12f745cd6e4aa/3786e208/meatiply-secondary_logo-full_color.jpg)
Atura,"UK-based company that produces chickpea, red lentil, and fava bean protein.",Plant-based,Ingredients and inputs,,,,"Chickpea,Lentils,Fava bean",Europe,United Kingdom,,Somerset,https://aturaproteins.com/,2019,,
Biobritte Agro Solutions Private Limited,India-based company that produces fungi-based protein and supplements,"Plant-based,Cultivated",Ingredients and inputs,End product formulation and manufacturing,,,Mushrooms,Global,India ,,Pune,www.biobritte.co.in,2018,PARIMAL RAMESH UDGAVE,biobritte logo.png (https://dl.airtable.com/.attachments/475b2229b341f8c8ccbecf3a0fc84632/cdf027da/biobrittelogo.png)
Dailyfood Group Limited,"We, Dailyfood Group Limited / Lovely Shine Industries Co., Limited, are dedicated to supply Non GMO vegetable proteins.",Plant-based,"Meat,Eggs,Dairy,Seafood,Ingredients and inputs,Contract manufacturing/processing",End product formulation and manufacturing,Ingredients,"Beef/veal,Chicken,Pork,Mutton/lamb,Fish","Soy,Pea,Wheat,Chickpea,Fava bean,Hemp,Peanut,Rice,Mung Bean,Sunflower,Pumpkin",Global,China,,"Qingdao, Shandong, China",http://www.dailyfoodgroup.cn/,2013,"David Wang, Charly Lee",
denovoMATRIX,"denovoMATRIX is Germany-based company that designs and produces biomaterials to enable cell manufacturing in higher quality, quantity and safety.",Cultivated,"Meat,Dairy,Seafood,Bioprocessing infrastructure and equipment,Other","Bioprocess design,Scaffolding and structure,Cell line development,Ingredient optimization,Host strain development,Target molecule selection",Other,,,Global,Germany,,Dresden,www.denovomatrix.com,2018,Dr. Dejan Husman & Dr. Richard Wetzel,denovoMATRIX_logo-600x218.png (https://dl.airtable.com/.attachments/d25c46806d393570d2b4532edb93591d/3770f3bd/denovoMATRIX_logo-600x218.png)
Wild Microbes,A US-based company with a catalog of exceptional microbes bio production. ,"Fermentation-derived,Precision fermentation","Ingredients and inputs,Meat,Dairy,Eggs,Bioprocessing infrastructure and equipment,Food processing infrastructure and equipment","Bioprocess design,Feedstocks,Host strain development",Other,,,"U.S. and Canada,Europe",United States,,,www.wildmicrobes.com,2021,"Tim Wannier, Ben Kramer",
Climate Refarm,A public benefit corporation subsidizing plant-based alternatives by paying institutions like schools and hospitals through the sale of carbon credits generated through dietary shifts.,"Plant-based,Fermentation-derived","Other,Meat,Ingredients and inputs",,Other,,,Global,United States,Colorado,Denver,https://www.climaterefarm.com/,2022,"Manny Rutinel, Sebastian Quaade, Milo Knowles",logo_square_512.png (https://dl.airtable.com/.attachments/bb6f46785e0c54176d2ec38c6f7218b3/00aea243/logo_square_512.png)
Leaf Expression Systems,"UK-based company that produces plant-based growth factors, cytokines and protein-base products",Plant-based,Contract manufacturing/processing,,,,,Global,United Kingdom,,Norwich,https://www.leafexpressionsystems.com/,2016,George Lomonossoff,Leaf Expression Systems on white background with icon.jpg (https://dl.airtable.com/.attachments/5888749f2b659987921524bad9dd3468/0234fa57/LeafExpressionSystemsonwhitebackgroundwithicon.jpg)
Jooules Limited,New Zealand-based company turning clean energy and air into protein.,"Fermentation-derived,Precision fermentation",Ingredients and inputs,"Bioprocess design,End product formulation and manufacturing,Target molecule selection,Ingredient optimization",,,Other,Asia Pacific,New Zealand,,WELLINGTON,www.jooules.com,2021,DAVID MCLELLAN AND SARAH CAYLOR,JOOU003 Logo Square B&W v1 2022-02-11 01_45_52.png (https://dl.airtable.com/.attachments/14387931339063fe32285693a7938051/817c1ef9/JOOU003LogoSquareBWv12022-02-1101_45_52.png)
BPP - Badische Peptide & Proteine GmbH,"Germany, Heidelberg based, globally marketing synbio player, offering growth factors and other peptides, using its unique, biotech-based, green and affordable peptide production platform to enable access to the full spectrum of established growth factors for all, and a starting point for effective peptide innovation! ","Cultivated,Fermentation-derived,Precision fermentation",Ingredients and inputs,"Cell culture media,Ingredient optimization,Target molecule selection",,,Other,Global,Germany,,Heidelberg,http://www.badische-peptide-proteine.de/,2019,Christoph Kutzner,BPP Logo.jpg (https://dl.airtable.com/.attachments/7ba3484d33ccda510d80a257b4c48927/b190ef82/BPPLogo.jpg)
